Ýstanbul Barajlarýnýn Günlük Doluluk Oranlarý (%);;;;;;;;;;
Tarih;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar
1.09.2011;68,00%;69,96%;69,35%;59,06%;58,46%;68,68%;75,30%;92,80%;93,11%;41,69%
2.09.2011;67,93%;69,64%;69,10%;58,89%;58,29%;68,49%;75,30%;92,18%;92,49%;40,52%
3.09.2011;67,85%;69,43%;68,60%;59,06%;57,93%;68,31%;75,11%;91,58%;91,90%;39,69%
4.09.2011;67,71%;69,11%;68,54%;58,55%;57,67%;68,13%;74,72%;90,93%;91,26%;38,79%
5.09.2011;67,64%;68,74%;68,17%;58,38%;57,32%;67,94%;74,43%;90,22%;90,56%;37,97%
6.09.2011;67,49%;68,42%;67,92%;58,21%;56,27%;67,58%;74,34%;89,50%;89,84%;37,06%
7.09.2011;67,42%;68,15%;67,10%;57,88%;56,10%;67,21%;74,06%;88,61%;88,95%;34,95%
8.09.2011;67,27%;67,83%;66,60%;57,71%;55,58%;67,21%;73,79%;87,79%;88,11%;32,44%
9.09.2011;67,20%;67,51%;66,42%;57,37%;55,58%;66,84%;73,70%;86,82%;87,13%;29,33%
10.09.2011;67,05%;67,25%;66,35%;57,20%;55,58%;66,11%;73,43%;86,18%;86,49%;26,76%
11.09.2011;66,98%;66,87%;65,92%;56,87%;55,14%;66,11%;73,26%;85,50%;85,80%;26,00%
12.09.2011;66,84%;66,61%;65,79%;56,53%;54,89%;65,74%;73,10%;84,93%;85,23%;25,24%
13.09.2011;66,69%;66,29%;65,35%;56,36%;54,63%;65,01%;72,93%;84,51%;84,79%;25,32%
14.09.2011;66,55%;65,92%;65,17%;55,69%;54,28%;64,82%;72,68%;84,40%;84,68%;25,81%
15.09.2011;66,40%;65,60%;64,73%;55,36%;53,94%;64,46%;72,52%;83,68%;83,93%;24,73%
16.09.2011;66,33%;65,38%;64,42%;55,19%;53,60%;64,27%;72,44%;82,71%;82,92%;23,37%
17.09.2011;66,19%;65,01%;64,04%;55,03%;53,34%;63,72%;72,21%;81,81%;81,98%;23,24%
18.09.2011;65,97%;64,75%;63,60%;54,69%;53,00%;63,72%;72,05%;80,98%;81,12%;23,26%
19.09.2011;65,76%;64,37%;63,35%;54,53%;52,58%;63,54%;71,82%;80,36%;80,48%;23,25%
20.09.2011;65,54%;64,05%;62,98%;54,20%;52,15%;62,81%;71,53%;79,40%;79,41%;23,26%
21.09.2011;65,26%;63,79%;62,79%;54,20%;51,90%;62,62%;71,39%;78,25%;78,12%;22,89%
22.09.2011;65,04%;63,52%;62,54%;54,20%;50,47%;62,81%;71,39%;78,25%;78,12%;32,70%
23.09.2011;64,75%;63,26%;62,10%;54,03%;50,14%;62,44%;71,18%;78,25%;78,12%;35,84%
24.09.2011;64,47%;62,96%;61,73%;53,70%;49,73%;61,89%;70,79%;77,05%;76,78%;34,18%
25.09.2011;64,33%;62,78%;61,48%;53,70%;49,48%;61,71%;70,58%;76,48%;76,14%;32,25%
26.09.2011;64,11%;62,59%;61,29%;53,37%;49,15%;61,15%;70,37%;75,72%;75,30%;31,02%
27.09.2011;63,83%;62,34%;60,98%;53,20%;48,82%;60,97%;70,15%;74,79%;74,28%;29,94%
28.09.2011;63,54%;62,12%;60,42%;52,87%;48,49%;60,60%;69,95%;74,01%;73,42%;28,41%
29.09.2011;63,19%;61,79%;60,26%;52,71%;48,33%;60,42%;69,65%;73,28%;72,62%;26,38%
30.09.2011;62,91%;61,60%;59,84%;53,20%;48,08%;60,42%;69,36%;72,90%;72,20%;25,37%
1.10.2011;62,83%;61,49%;60,05%;52,54%;47,83%;60,05%;69,16%;72,60%;71,88%;24,71%
2.10.2011;62,55%;61,31%;59,84%;52,54%;47,59%;59,87%;68,87%;72,25%;71,49%;23,87%
3.10.2011;62,34%;61,09%;59,58%;52,38%;47,26%;59,69%;68,69%;71,52%;70,74%;23,52%
4.10.2011;62,13%;60,79%;59,32%;52,05%;46,94%;59,14%;68,42%;70,81%;70,03%;21,79%
5.10.2011;61,85%;60,65%;58,85%;52,21%;46,45%;58,77%;68,14%;70,04%;69,26%;19,98%
6.10.2011;61,64%;60,39%;58,70%;52,05%;45,25%;58,59%;67,97%;69,32%;68,54%;17,95%
7.10.2011;61,43%;60,21%;58,44%;51,88%;44,93%;58,22%;67,80%;68,64%;67,87%;16,03%
8.10.2011;61,15%;59,99%;58,18%;51,55%;44,85%;58,04%;67,80%;68,01%;67,24%;16,53%
9.10.2011;60,93%;59,77%;57,86%;51,39%;44,61%;57,67%;67,63%;67,25%;66,48%;17,29%
10.10.2011;60,86%;59,58%;58,65%;52,38%;44,61%;58,59%;67,72%;66,86%;66,07%;22,14%
11.10.2011;61,00%;59,43%;60,26%;59,23%;45,49%;59,14%;67,89%;72,04%;68,99%;99,99%
12.10.2011;60,93%;59,21%;60,21%;62,13%;45,57%;59,14%;67,80%;71,00%;70,22%;99,99%
13.10.2011;60,93%;59,03%;60,10%;61,96%;45,41%;58,95%;67,63%;71,31%;70,53%;99,99%
14.10.2011;60,93%;58,81%;60,05%;62,13%;45,25%;59,14%;67,63%;71,83%;71,05%;99,99%
15.10.2011;60,93%;58,63%;60,16%;61,79%;44,53%;58,95%;67,29%;72,25%;71,49%;99,99%
16.10.2011;61,07%;58,63%;60,98%;62,13%;44,37%;58,77%;67,21%;72,60%;71,88%;99,99%
17.10.2011;61,22%;58,41%;63,04%;62,30%;44,85%;58,77%;67,21%;72,74%;72,03%;99,99%
18.10.2011;61,07%;58,19%;62,92%;63,16%;44,61%;58,40%;66,98%;74,01%;73,42%;99,99%
19.10.2011;60,93%;58,00%;62,79%;62,99%;44,85%;58,22%;66,75%;75,15%;74,67%;99,99%
20.10.2011;60,72%;57,78%;62,60%;62,99%;44,77%;58,22%;66,67%;75,43%;74,98%;99,99%
21.10.2011;60,52%;57,52%;62,48%;62,64%;44,37%;58,04%;66,59%;75,72%;75,30%;99,99%
22.10.2011;60,31%;57,38%;62,17%;62,30%;44,21%;57,85%;66,51%;75,91%;75,51%;99,21%
23.10.2011;60,10%;57,19%;61,92%;62,13%;44,13%;57,67%;66,21%;76,20%;75,82%;96,88%
24.10.2011;59,82%;57,05%;61,67%;61,79%;44,05%;57,48%;66,21%;76,27%;75,90%;94,25%
25.10.2011;59,61%;56,75%;61,42%;61,61%;43,97%;57,30%;66,01%;76,34%;75,98%;90,38%
26.10.2011;59,40%;56,53%;61,04%;61,10%;43,89%;57,12%;65,81%;76,41%;76,06%;86,63%
27.10.2011;59,21%;56,31%;60,85%;60,93%;43,73%;56,94%;65,42%;76,48%;76,14%;86,63%
28.10.2011;59,01%;56,13%;60,79%;60,59%;43,66%;56,94%;65,23%;76,55%;76,22%;86,63%
29.10.2011;58,91%;55,94%;60,31%;60,25%;43,58%;56,58%;65,13%;76,62%;76,30%;86,63%
30.10.2011;58,82%;55,69%;60,10%;59,91%;43,50%;56,41%;64,85%;76,69%;76,38%;86,63%
31.10.2011;58,59%;55,43%;59,84%;59,74%;43,26%;55,87%;64,76%;76,76%;76,45%;86,63%
1.11.2011;58,41%;55,25%;59,32%;59,40%;42,95%;55,70%;64,48%;76,76%;76,45%;86,63%
2.11.2011;58,15%;55,03%;59,32%;59,06%;42,79%;55,34%;64,31%;76,83%;76,53%;83,72%
3.11.2011;57,97%;54,80%;59,17%;58,89%;42,56%;55,34%;64,22%;76,90%;76,61%;80,18%
4.11.2011;57,81%;54,62%;58,96%;58,55%;42,40%;55,16%;64,05%;76,98%;76,70%;74,72%
5.11.2011;57,68%;54,44%;58,65%;58,55%;42,24%;54,99%;63,79%;76,98%;76,70%;71,10%
6.11.2011;57,47%;54,22%;58,54%;58,21%;42,01%;54,63%;63,79%;76,98%;76,70%;71,42%
7.11.2011;57,33%;53,97%;58,18%;57,54%;41,70%;54,45%;63,54%;76,90%;76,61%;71,54%
8.11.2011;57,20%;53,81%;58,02%;57,54%;41,47%;54,28%;63,38%;76,98%;76,70%;71,83%
9.11.2011;57,06%;53,62%;57,81%;57,37%;41,39%;54,10%;63,30%;76,98%;76,70%;71,97%
10.11.2011;56,85%;53,34%;57,45%;56,87%;41,24%;53,92%;63,22%;76,83%;76,53%;71,89%
11.11.2011;56,72%;53,15%;57,45%;56,53%;41,01%;53,92%;63,06%;76,83%;76,53%;71,92%
12.11.2011;56,58%;52,93%;57,71%;56,87%;40,78%;53,57%;62,90%;76,76%;76,45%;71,95%
13.11.2011;56,38%;52,67%;57,60%;56,36%;40,63%;53,39%;62,68%;76,76%;76,45%;72,14%
14.11.2011;56,17%;52,42%;57,50%;55,86%;40,17%;53,39%;62,68%;76,76%;76,45%;72,26%
15.11.2011;55,97%;52,16%;57,34%;55,69%;39,94%;53,03%;62,60%;76,76%;76,45%;72,77%
16.11.2011;55,90%;51,94%;57,97%;55,53%;39,26%;52,68%;62,31%;76,69%;76,38%;73,11%
17.11.2011;55,83%;51,72%;57,76%;55,36%;38,51%;52,68%;62,38%;76,55%;76,22%;73,36%
18.11.2011;55,83%;51,57%;58,02%;55,19%;38,07%;52,50%;62,16%;76,41%;76,06%;73,67%
19.11.2011;55,70%;51,39%;57,81%;55,03%;37,99%;52,14%;61,96%;76,41%;76,06%;73,92%
20.11.2011;55,63%;51,20%;57,81%;54,69%;37,92%;52,14%;61,67%;76,41%;76,06%;73,83%
21.11.2011;55,49%;50,98%;57,29%;54,20%;37,84%;51,97%;61,38%;76,34%;75,98%;73,87%
22.11.2011;55,29%;50,80%;57,08%;54,20%;37,77%;51,61%;61,18%;76,34%;75,98%;73,75%
23.11.2011;55,22%;50,58%;56,93%;54,03%;37,62%;51,43%;60,91%;76,27%;75,90%;73,75%
24.11.2011;55,15%;50,43%;56,67%;53,70%;37,77%;51,43%;60,91%;76,27%;75,90%;73,68%
25.11.2011;55,09%;50,21%;56,46%;53,20%;36,96%;51,26%;60,64%;76,27%;75,90%;73,81%
26.11.2011;54,88%;50,06%;56,30%;53,04%;37,33%;50,90%;60,37%;76,20%;75,82%;73,92%
27.11.2011;54,75%;49,92%;56,41%;52,54%;37,18%;50,90%;60,19%;76,10%;75,72%;73,85%
28.11.2011;54,55%;49,62%;56,25%;52,54%;36,81%;50,55%;59,94%;76,01%;75,61%;73,80%
29.11.2011;54,41%;49,44%;56,30%;52,05%;36,67%;50,37%;59,77%;76,01%;75,61%;73,61%
30.11.2011;54,35%;49,26%;56,35%;51,88%;36,45%;50,19%;59,60%;75,91%;75,51%;73,28%
1.12.2011;54,21%;49,07%;56,35%;51,39%;36,09%;49,83%;59,20%;75,91%;75,51%;73,08%
2.12.2011;54,01%;48,82%;56,35%;51,23%;35,94%;49,66%;59,20%;75,91%;75,51%;73,03%
3.12.2011;53,74%;48,56%;56,35%;50,90%;35,65%;49,30%;59,04%;75,72%;75,30%;72,25%
4.12.2011;53,54%;48,30%;56,35%;50,90%;35,58%;49,12%;58,96%;75,06%;74,57%;71,30%
5.12.2011;53,34%;48,04%;56,41%;50,74%;35,51%;48,95%;58,81%;74,34%;73,79%;70,26%
6.12.2011;53,20%;47,86%;56,41%;50,57%;35,22%;48,77%;58,81%;73,68%;73,06%;69,39%
7.12.2011;53,07%;47,71%;56,46%;50,74%;35,30%;48,95%;58,81%;73,20%;72,54%;69,54%
8.12.2011;53,61%;47,75%;59,06%;51,23%;35,22%;48,95%;58,65%;72,67%;71,95%;70,52%
9.12.2011;53,74%;47,90%;59,11%;51,23%;35,15%;48,77%;58,51%;72,18%;71,41%;70,97%
10.12.2011;53,81%;47,90%;59,27%;51,06%;35,01%;48,41%;58,36%;71,52%;70,74%;71,00%
11.12.2011;53,87%;47,93%;59,38%;50,74%;34,87%;48,24%;58,22%;71,00%;70,22%;71,06%
12.12.2011;53,87%;47,90%;59,32%;50,90%;34,80%;48,06%;58,15%;70,52%;69,74%;71,05%
13.12.2011;53,87%;47,86%;59,32%;50,57%;34,51%;48,06%;58,01%;70,04%;69,26%;70,93%
14.12.2011;53,87%;47,79%;59,32%;50,74%;34,37%;47,70%;57,94%;69,59%;68,81%;70,82%
15.12.2011;53,87%;47,71%;59,32%;50,74%;34,09%;47,53%;57,75%;69,06%;68,28%;70,80%
16.12.2011;53,87%;47,60%;59,32%;50,41%;34,09%;47,35%;57,75%;68,56%;67,79%;70,79%
17.12.2011;53,87%;47,53%;59,32%;50,41%;33,95%;47,35%;57,56%;68,08%;67,31%;70,94%
18.12.2011;53,87%;47,53%;59,90%;50,90%;33,95%;47,35%;57,65%;67,63%;66,86%;71,11%
19.12.2011;54,14%;47,57%;60,48%;50,74%;33,95%;47,35%;57,37%;67,35%;66,58%;71,06%
20.12.2011;54,35%;47,57%;60,92%;51,39%;34,09%;47,53%;57,37%;66,56%;65,77%;72,90%
21.12.2011;54,55%;47,64%;61,42%;53,04%;34,58%;48,95%;57,84%;66,10%;65,30%;76,62%
22.12.2011;54,61%;47,68%;61,79%;53,86%;34,87%;50,19%;57,94%;65,63%;64,82%;76,25%
23.12.2011;54,88%;47,90%;62,10%;54,86%;34,30%;50,37%;58,01%;78,95%;78,90%;83,23%
24.12.2011;56,44%;50,03%;70,17%;60,93%;35,15%;53,21%;58,96%;93,02%;93,32%;91,73%
25.12.2011;57,13%;51,09%;72,10%;61,61%;37,40%;53,74%;58,88%;95,16%;95,41%;95,97%
26.12.2011;57,27%;51,53%;72,60%;62,64%;37,40%;53,92%;58,88%;96,09%;96,30%;96,68%
27.12.2011;57,47%;51,76%;73,10%;62,82%;37,77%;53,92%;58,81%;95,16%;95,41%;94,37%
28.12.2011;57,61%;51,90%;73,04%;62,99%;37,99%;53,92%;58,81%;94,71%;94,99%;91,70%
29.12.2011;57,75%;51,98%;73,10%;62,99%;37,77%;53,74%;58,88%;94,71%;94,99%;88,47%
30.12.2011;57,88%;52,05%;73,10%;63,16%;37,70%;53,74%;58,73%;94,13%;94,42%;85,15%
31.12.2011;58,15%;52,09%;72,98%;62,99%;37,62%;53,74%;58,81%;93,56%;93,85%;82,31%
1.01.2012;58,24%;52,34%;73,29%;63,68%;37,77%;54,28%;59,04%;93,56%;93,85%;83,77%
2.01.2012;58,59%;52,67%;73,60%;64,54%;37,99%;53,92%;59,04%;93,79%;94,08%;83,37%
3.01.2012;58,77%;52,86%;73,54%;64,54%;38,21%;54,10%;58,81%;93,34%;93,64%;80,55%
4.01.2012;58,82%;53,04%;73,79%;64,72%;38,29%;53,92%;58,81%;93,34%;93,64%;80,35%
5.01.2012;59,01%;53,19%;73,60%;64,89%;38,29%;53,92%;58,88%;93,23%;93,53%;79,48%
6.01.2012;59,11%;53,34%;73,67%;64,54%;38,44%;53,92%;58,96%;92,80%;93,11%;78,08%
7.01.2012;59,16%;53,50%;73,85%;64,72%;38,29%;53,92%;58,96%;93,02%;93,32%;78,48%
8.01.2012;59,47%;53,62%;74,29%;64,89%;38,21%;53,74%;59,12%;93,56%;93,85%;77,76%
9.01.2012;60,17%;54,36%;75,54%;66,11%;38,96%;54,10%;59,27%;93,56%;93,85%;83,55%
10.01.2012;60,65%;54,92%;75,92%;66,45%;39,41%;54,28%;59,20%;93,56%;93,85%;82,05%
11.01.2012;60,93%;55,32%;76,35%;66,80%;39,86%;54,63%;59,27%;93,34%;93,64%;80,23%
12.01.2012;62,41%;56,24%;81,50%;66,45%;40,02%;54,28%;59,43%;93,13%;93,43%;78,27%
13.01.2012;62,98%;57,01%;82,08%;66,63%;39,94%;54,28%;59,35%;92,70%;93,00%;75,41%
14.01.2012;63,40%;57,41%;82,38%;66,63%;40,09%;54,28%;59,60%;92,18%;92,49%;72,19%
15.01.2012;63,76%;57,74%;83,40%;67,15%;40,17%;54,28%;59,60%;91,88%;92,20%;70,83%
16.01.2012;64,11%;58,08%;84,05%;66,98%;40,17%;54,28%;59,68%;91,58%;91,90%;67,37%
17.01.2012;64,47%;58,41%;84,56%;67,33%;40,09%;54,28%;59,60%;91,30%;91,62%;64,09%
18.01.2012;64,68%;58,55%;84,49%;67,33%;39,41%;54,28%;59,43%;91,02%;91,35%;60,65%
19.01.2012;64,97%;58,77%;85,07%;67,33%;39,26%;54,10%;59,51%;90,65%;90,99%;58,26%
20.01.2012;65,11%;58,96%;84,78%;67,15%;39,34%;53,92%;59,60%;90,31%;90,64%;55,57%
21.01.2012;65,47%;59,18%;85,36%;67,33%;39,41%;54,10%;59,60%;89,97%;90,31%;52,58%
22.01.2012;65,97%;59,69%;86,46%;67,51%;39,34%;54,28%;59,60%;89,61%;89,95%;50,31%
23.01.2012;66,48%;60,24%;87,29%;67,51%;39,41%;54,28%;59,60%;89,27%;89,61%;48,55%
24.01.2012;66,77%;60,46%;87,46%;67,86%;39,34%;54,45%;59,43%;89,05%;89,39%;45,50%
25.01.2012;66,98%;60,72%;87,71%;67,68%;39,41%;54,45%;59,68%;88,51%;88,84%;45,63%
26.01.2012;67,27%;60,87%;87,96%;67,86%;39,49%;54,81%;59,68%;87,58%;87,90%;49,22%
27.01.2012;67,64%;61,27%;88,63%;69,97%;39,49%;55,87%;59,68%;93,02%;93,32%;64,99%
28.01.2012;67,93%;61,71%;89,04%;70,15%;39,79%;56,23%;59,77%;94,98%;95,24%;68,25%
29.01.2012;68,51%;62,04%;89,71%;70,32%;40,02%;56,23%;59,94%;94,71%;94,99%;75,75%
30.01.2012;68,95%;62,45%;90,04%;70,50%;40,24%;56,23%;60,11%;94,71%;94,99%;80,90%
31.01.2012;69,17%;62,78%;90,54%;71,03%;40,40%;56,58%;60,27%;92,48%;92,79%;85,96%
1.02.2012;69,39%;63,18%;91,38%;71,21%;41,01%;57,12%;60,64%;90,56%;90,89%;88,05%
2.02.2012;69,53%;63,47%;90,88%;71,21%;40,93%;57,12%;60,64%;90,14%;90,48%;89,50%
3.02.2012;69,97%;63,89%;89,79%;71,21%;41,08%;57,30%;60,82%;89,72%;90,06%;89,89%
4.02.2012;70,27%;64,21%;89,46%;71,21%;41,16%;57,30%;60,82%;87,10%;87,42%;91,28%
5.02.2012;71,30%;65,06%;91,54%;71,21%;41,62%;57,30%;60,82%;85,74%;86,04%;91,59%
6.02.2012;71,37%;66,55%;93,38%;72,28%;42,71%;58,04%;60,82%;86,63%;86,94%;96,44%
7.02.2012;72,11%;68,20%;94,29%;73,35%;44,37%;58,77%;61,00%;90,14%;90,48%;98,85%
8.02.2012;74,06%;71,61%;100,00%;78,60%;51,14%;63,36%;61,87%;100,00%;90,89%;99,99%
9.02.2012;75,79%;74,06%;100,00%;81,54%;54,89%;65,93%;63,22%;89,72%;90,06%;99,99%
10.02.2012;76,62%;74,96%;99,90%;82,83%;56,27%;67,21%;63,70%;89,72%;90,06%;99,99%
11.02.2012;77,15%;75,60%;99,79%;82,83%;56,97%;67,39%;63,96%;89,97%;90,31%;99,99%
12.02.2012;77,53%;76,13%;99,48%;82,83%;57,49%;68,13%;64,40%;90,22%;90,56%;99,99%
13.02.2012;77,99%;76,77%;99,48%;83,39%;57,93%;69,04%;65,04%;92,48%;92,79%;99,99%
14.02.2012;78,76%;77,78%;100,00%;85,82%;58,91%;72,90%;66,21%;94,13%;94,42%;99,99%
15.02.2012;80,22%;80,34%;100,00%;89,40%;59,44%;76,59%;67,29%;100,00%;94,42%;99,99%
16.02.2012;82,00%;81,72%;99,69%;90,92%;61,32%;79,04%;67,97%;100,00%;93,53%;99,99%
17.02.2012;83,18%;83,05%;100,00%;92,25%;62,49%;80,73%;68,78%;96,09%;91,80%;99,99%
18.02.2012;83,88%;83,90%;100,00%;92,25%;63,49%;80,73%;68,69%;93,56%;90,48%;99,99%
19.02.2012;84,35%;84,59%;100,00%;92,63%;64,04%;81,10%;69,26%;92,48%;92,00%;99,99%
20.02.2012;84,91%;85,18%;100,00%;92,63%;64,32%;81,48%;69,45%;92,80%;93,11%;99,99%
21.02.2012;85,22%;85,66%;99,90%;92,63%;64,59%;81,67%;69,65%;94,71%;94,99%;99,99%
22.02.2012;85,62%;86,19%;99,90%;92,63%;64,87%;82,04%;70,15%;94,71%;94,99%;99,99%
23.02.2012;85,94%;86,67%;100,00%;93,02%;64,96%;82,42%;70,15%;95,60%;95,83%;99,99%
24.02.2012;86,41%;87,25%;100,00%;93,40%;65,05%;82,61%;70,15%;96,09%;96,30%;99,99%
25.02.2012;86,57%;87,79%;100,00%;93,59%;65,05%;82,79%;70,37%;96,09%;96,30%;99,99%
26.02.2012;86,89%;88,37%;100,00%;93,98%;64,96%;82,98%;70,47%;96,58%;96,76%;99,99%
27.02.2012;87,21%;89,06%;100,00%;94,17%;65,05%;83,36%;70,68%;96,09%;96,30%;99,99%
28.02.2012;88,50%;90,98%;99,90%;95,91%;67,10%;85,24%;71,46%;96,09%;96,30%;99,99%
29.02.2012;89,38%;91,85%;99,48%;96,10%;68,31%;85,99%;71,60%;95,60%;95,83%;99,99%
1.03.2012;89,81%;92,41%;99,79%;96,88%;68,97%;86,36%;71,97%;95,16%;95,41%;99,99%
2.03.2012;90,03%;92,73%;100,00%;96,68%;69,35%;86,74%;71,97%;94,71%;94,99%;99,99%
3.03.2012;90,44%;93,11%;100,00%;96,68%;69,92%;86,93%;72,05%;94,48%;94,76%;99,99%
4.03.2012;91,66%;94,60%;100,00%;96,88%;70,49%;87,30%;72,21%;94,48%;94,76%;99,99%
5.03.2012;92,15%;95,55%;99,69%;97,07%;70,87%;87,49%;72,13%;93,02%;93,32%;99,99%
6.03.2012;92,64%;96,41%;99,69%;96,88%;71,26%;87,49%;72,13%;92,48%;92,79%;99,99%
7.03.2012;93,14%;97,20%;99,79%;96,88%;71,54%;87,68%;72,13%;92,80%;93,11%;99,99%
8.03.2012;93,22%;97,47%;99,69%;96,68%;71,54%;87,68%;72,21%;93,02%;93,32%;99,99%
9.03.2012;93,38%;97,95%;99,90%;96,68%;71,83%;87,68%;72,21%;93,56%;93,85%;99,99%
10.03.2012;93,30%;98,21%;99,69%;96,30%;71,93%;87,68%;72,21%;94,71%;94,99%;99,99%
11.03.2012;93,38%;98,48%;99,79%;96,10%;72,12%;87,68%;72,36%;95,25%;95,49%;99,99%
12.03.2012;93,38%;98,69%;100,00%;96,10%;72,51%;88,05%;72,44%;95,42%;95,66%;99,99%
13.03.2012;94,29%;99,65%;100,00%;97,66%;75,22%;89,93%;73,18%;95,42%;95,66%;99,99%
14.03.2012;94,71%;100,00%;99,79%;98,24%;76,40%;90,50%;73,61%;95,42%;95,66%;99,99%
15.03.2012;94,96%;100,00%;99,79%;98,63%;77,09%;90,68%;73,79%;95,60%;95,83%;99,99%
16.03.2012;95,21%;100,00%;100,00%;99,02%;77,39%;91,06%;74,06%;95,80%;96,02%;99,99%
17.03.2012;95,29%;100,00%;99,90%;98,83%;77,59%;91,06%;74,16%;95,99%;96,20%;99,99%
18.03.2012;95,21%;100,00%;99,90%;98,63%;77,69%;91,06%;74,25%;95,90%;96,11%;99,99%
19.03.2012;95,21%;100,00%;100,00%;98,44%;77,79%;90,50%;74,43%;95,80%;96,02%;99,99%
20.03.2012;95,21%;100,00%;99,90%;98,24%;77,79%;90,50%;74,53%;95,60%;95,83%;99,99%
21.03.2012;95,12%;100,00%;99,90%;98,24%;77,69%;90,68%;74,53%;95,42%;95,66%;99,99%
22.03.2012;95,04%;100,00%;99,79%;98,24%;77,49%;90,68%;74,63%;95,16%;95,41%;99,99%
23.03.2012;94,96%;100,00%;99,79%;97,85%;77,59%;90,68%;74,63%;94,89%;95,16%;99,99%
24.03.2012;94,96%;99,99%;99,90%;97,66%;77,59%;90,68%;74,72%;94,71%;94,99%;99,99%
25.03.2012;94,79%;99,98%;99,90%;97,27%;77,69%;90,87%;74,82%;94,71%;94,99%;99,99%
26.03.2012;94,62%;99,92%;99,79%;97,07%;77,69%;90,87%;74,63%;94,71%;94,99%;99,99%
27.03.2012;94,54%;99,70%;99,79%;97,07%;77,69%;90,87%;74,72%;94,59%;94,87%;99,99%
28.03.2012;94,54%;99,49%;99,79%;96,88%;77,79%;91,06%;74,63%;94,48%;94,76%;99,99%
29.03.2012;94,46%;99,23%;99,79%;96,68%;77,89%;90,87%;74,43%;94,48%;94,76%;99,99%
30.03.2012;94,37%;99,07%;99,79%;96,30%;77,89%;90,68%;74,72%;94,36%;94,64%;99,99%
31.03.2012;94,46%;99,01%;99,69%;96,10%;78,09%;91,06%;74,82%;94,36%;94,64%;99,99%
1.04.2012;94,37%;98,85%;99,90%;95,91%;78,39%;90,87%;74,82%;94,25%;94,53%;99,99%
2.04.2012;94,54%;98,75%;100,00%;96,30%;78,88%;91,44%;74,82%;94,48%;94,76%;99,99%
3.04.2012;94,54%;98,80%;99,90%;96,68%;79,28%;91,62%;74,92%;94,48%;94,76%;99,99%
4.04.2012;94,71%;98,85%;99,79%;96,68%;79,58%;91,62%;74,92%;94,02%;94,30%;99,44%
5.04.2012;94,87%;98,75%;100,00%;96,68%;80,08%;91,62%;75,11%;93,79%;94,08%;98,19%
6.04.2012;94,87%;98,53%;100,00%;97,07%;80,39%;91,62%;75,21%;93,79%;94,08%;96,26%
7.04.2012;94,96%;98,37%;100,00%;96,88%;80,49%;91,62%;75,38%;93,56%;93,85%;94,22%
8.04.2012;95,04%;98,16%;99,90%;96,68%;80,49%;91,44%;75,38%;93,34%;93,64%;91,89%
9.04.2012;95,04%;97,95%;99,90%;97,27%;80,39%;91,81%;75,30%;94,13%;94,42%;90,85%
10.04.2012;95,29%;97,90%;99,79%;97,85%;80,79%;92,00%;75,30%;97,11%;97,26%;98,92%
11.04.2012;95,45%;98,00%;100,00%;98,04%;81,19%;92,19%;75,21%;97,43%;97,56%;99,87%
12.04.2012;95,79%;98,27%;100,00%;98,04%;81,60%;92,37%;75,21%;97,64%;97,76%;99,99%
13.04.2012;96,12%;98,43%;100,00%;98,04%;82,00%;92,56%;75,30%;97,64%;97,76%;99,99%
14.04.2012;96,29%;98,37%;100,00%;97,66%;82,00%;92,56%;75,38%;97,32%;97,46%;99,99%
15.04.2012;97,88%;99,07%;100,00%;98,44%;85,59%;94,83%;76,01%;96,90%;97,06%;99,99%
16.04.2012;98,47%;99,65%;100,00%;98,24%;87,15%;95,59%;76,61%;96,58%;96,76%;99,99%
17.04.2012;98,56%;99,81%;99,79%;98,24%;87,77%;95,79%;76,76%;95,99%;96,20%;99,99%
18.04.2012;98,64%;99,86%;99,90%;97,85%;88,08%;95,98%;76,94%;95,42%;95,66%;99,99%
19.04.2012;98,64%;99,86%;99,69%;97,85%;88,50%;96,17%;77,05%;95,07%;95,33%;99,99%
20.04.2012;98,73%;99,97%;100,00%;97,66%;88,82%;96,17%;77,26%;94,71%;94,99%;99,99%
21.04.2012;100,00%;99,98%;100,00%;97,66%;88,92%;96,17%;77,47%;94,36%;94,64%;99,99%
22.04.2012;99,75%;99,98%;100,00%;97,07%;89,24%;96,36%;77,47%;93,90%;94,19%;99,99%
23.04.2012;99,58%;99,98%;99,79%;97,07%;89,13%;96,36%;77,47%;93,79%;94,08%;99,99%
24.04.2012;99,32%;99,97%;100,00%;96,88%;89,24%;96,36%;77,67%;93,56%;93,85%;99,99%
25.04.2012;99,32%;99,86%;99,69%;96,49%;88,08%;96,17%;77,67%;94,48%;94,76%;99,99%
26.04.2012;98,98%;99,76%;99,69%;96,30%;87,98%;96,17%;77,57%;94,98%;95,24%;99,99%
27.04.2012;98,90%;99,44%;100,00%;95,91%;87,67%;95,98%;77,67%;95,16%;95,41%;99,99%
28.04.2012;98,81%;99,23%;99,90%;95,91%;87,56%;95,98%;77,57%;95,42%;95,66%;99,99%
29.04.2012;98,73%;99,01%;99,90%;95,52%;87,35%;95,79%;77,47%;95,60%;95,83%;99,99%
30.04.2012;98,56%;98,75%;99,79%;95,14%;87,25%;95,59%;77,47%;95,80%;96,02%;99,99%
